# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1780627078.19882 80.430428 -10.360826 -16.364818 -0.556464 -0.534114 0.583627 0.253871 0.0032522343 0.0056533932 0.0007613603 0.0128898584 0.0015175466 0.0015023753 8.7978552317 2.9477028164 -2.7036937371 75.2466597944 -0.0410033312 4.4350956145
1780627078.23214 80.503281 -10.174299 -16.408369 -0.548840 -0.539587 0.583368 0.259428 0.0024546436 0.0048200268 0.0006100636 0.0137968245 0.0015383127 0.0015391566 8.8823992559 4.3205801767 -2.7528806140 73.7398177616 -0.0418592969 4.3674162285
1780627078.26546 80.541252 -9.584696 -16.545276 -0.536968 -0.545805 0.585259 0.266896 0.0021897124 0.0044399020 0.0005097640 0.0141872960 0.0014155030 0.0015389690 8.8783835122 4.1528520216 -2.7581664437 73.8695884514 -0.0495686126 4.3859011413
1780627078.29878 80.604350 -9.382944 -16.589231 -0.524036 -0.551006 0.584442 0.283209 0.0019566940 0.0040503168 0.0003932425 0.0145716013 0.0011919525 0.0015356191 8.8452088680 3.5846512437 -2.7592759236 73.9590504701 -0.0722902877 4.4208202789
1780627078.33212 80.665412 -9.178894 -16.633651 -0.514850 -0.552185 0.584241 0.297797 0.0017745972 0.0036851871 0.0002901986 0.0148950275 0.0009687993 0.0015432168 8.8452521422 3.3985912934 -2.7636531850 74.1108656676 -0.0900980026 4.4426921913
1780627078.36544 80.724136 -8.972967 -16.678219 -0.506416 -0.551038 0.584842 0.312824 0.0016353079 0.0033477533 0.0001904506 0.0151727699 0.0006926522 0.0015544092 8.8465930197 3.2102425092 -2.7679757746 74.2594268971 -0.1084136223 4.4649689324
1780627078.39877 80.780954 -8.765044 -16.722941 -0.498006 -0.548070 0.586152 0.328689 0.0015226344 0.0030182338 0.0000938807 0.0154156675 0.0003587906 0.0015747515 8.8492989644 3.0195168562 -2.7722429807 74.4056425031 -0.1272794706 4.4876830512
1780627078.43215 80.527873 -8.523325 -16.245219 -0.498692 -0.546588 0.586880 0.328815 0.0014299048 0.0028127262 0.0000673303 0.0155576109 0.0000813934 0.0015783176 8.8399992083 2.8283590497 -2.7545217443 74.5498202334 -0.1493058809 4.4744095320
1780627078.46543 80.573797 -8.307107 -16.285614 -0.495715 -0.542369 0.588074 0.338041 0.0015103218 0.0029059985 0.0000765756 0.0155816808 0.0001245887 0.0016251539 8.8316947392 2.5969310689 -2.7683367225 74.1093042930 -0.1757366819 4.4897135669
1780627078.49878 80.406306 -8.143194 -16.280930 -0.496306 -0.539450 0.585061 0.346955 0.0014644348 0.0027408514 0.0000429880 0.0155681568 0.0000129124 0.0016333848 8.7943158454 2.3819348428 -2.7443808126 74.1851183526 -0.1587232589 4.4655860207
1780627078.53208 79.068812 -8.311175 -15.149846 -0.496216 -0.536330 0.592856 0.338587 0.0012599984 0.0025792544 0.0001252820 0.0155044806 0.0000302915 0.0014576739 8.7372551664 2.2010954710 -2.7113574654 73.7290600394 -0.0794491113 4.3844379302
1780627078.56541 78.903028 -8.477729 -14.773512 -0.480996 -0.539206 0.595873 0.350477 0.0013379837 0.0027218128 0.0001149945 0.0155086090 -0.0001554458 0.0014769287 8.7192250783 2.3502494651 -2.7411595533 71.1983356207 -0.0628275334 4.3244949668
1780627078.59873 78.901201 -8.261235 -14.795770 -0.469622 -0.544810 0.596028 0.356914 0.0012101810 0.0022159398 0.0000832419 0.0157330193 -0.0004537868 0.0015313346 8.7252201732 2.5224750667 -2.7534481897 70.9425793622 -0.0763542938 4.3209090832
1780627078.63206 78.897261 -8.042790 -14.818371 -0.458669 -0.550648 0.596513 0.361363 0.0011635053 0.0018822460 0.0000882738 0.0158818845 -0.0005607611 0.0015809050 8.7266637805 2.3272153173 -2.7561713378 70.9748697070 -0.0940815478 4.3388151228
1780627078.66538 78.891223 -7.822068 -14.840949 -0.447834 -0.556517 0.596032 0.366714 0.0011267852 0.0015193053 0.0000994654 0.0160203582 -0.0006549700 0.0016314923 8.7295708284 2.1298547149 -2.7587878599 71.0045376612 -0.1123618461 4.3570695365
1780627078.69871 78.883344 -7.598898 -14.863703 -0.438372 -0.561373 0.594681 0.372887 0.0011091464 0.0011665758 0.0001128645 0.0161387646 -0.0007396257 0.0016837672 8.7340117805 1.9302529018 -2.7612905302 71.0321272449 -0.1312230519 4.3756984003
1780627078.73205 78.873602 -7.373509 -14.887506 -0.435444 -0.562805 0.594607 0.374275 0.0011394067 0.0010694026 0.0001180230 0.0162137241 -0.0007689666 0.0017322016 8.7400717661 1.7286239353 -2.7636639444 71.0575859820 -0.1506495188 4.3946940726
1780627078.76538 78.861891 -7.145893 -14.912264 -0.436569 -0.562966 0.594710 0.372555 0.0011904254 0.0011163890 0.0001192432 0.0162738641 -0.0007386187 0.0017751998 8.7478090743 1.5249707995 -2.7659059586 71.0807513737 -0.1706518310 4.4140599295
1780627078.79871 78.848232 -6.915750 -14.937093 -0.438006 -0.561607 0.594752 0.372852 0.0012392338 0.0011551056 0.0001151999 0.0163307296 -0.0007512849 0.0018241805 8.7572713205 1.3190359224 -2.7680229815 71.1017608890 -0.1912743671 4.4338213739
1780627078.83202 78.832460 -6.683539 -14.961787 -0.439056 -0.559776 0.594966 0.374026 0.0012860045 0.0011805872 0.0001092349 0.0163869141 -0.0007891500 0.0018762610 8.7685138223 1.1112586318 -2.7700160194 71.1203253091 -0.2125085433 4.4539542761
1780627078.86534 78.814530 -6.449207 -14.986446 -0.438899 -0.558375 0.595489 0.375469 0.0013291169 0.0011774627 0.0001045059 0.0164457374 -0.0008429788 0.0019299786 8.7816160161 0.9016163053 -2.7718859445 71.1364724765 -0.2343904793 4.4744824791
1780627078.89870 78.794394 -6.212690 -15.011335 -0.438220 -0.557595 0.596122 0.376418 0.0013717370 0.0011659161 0.0001020223 0.0165066380 -0.0008893235 0.0019827744 8.7966529866 0.6900656739 -2.7736260109 71.1501684752 -0.2569354564 4.4954189697
1780627078.93202 78.772129 -5.974502 -15.036702 -0.437812 -0.557596 0.596425 0.376409 0.0014158937 0.0011609623 0.0001024916 0.0165704589 -0.0009029596 0.0020314612 8.8136612492 0.4770809356 -2.7752248814 71.1614830154 -0.2801050835 4.5167287916
1780627078.96533 78.747700 -5.734355 -15.062685 -0.438995 -0.557058 0.597295 0.374444 0.0014722407 0.0012313736 0.0001006273 0.0166254331 -0.0008937820 0.0020772974 8.8327217242 0.2624174562 -2.7766787994 71.1704473649 -0.3039355701 4.5384444008
1780627078.99866 78.720940 -5.491972 -15.088757 -0.439260 -0.556664 0.598473 0.372836 0.0015261630 0.0012805667 0.0000991921 0.0166813141 -0.0009029564 0.0021252194 8.8539086576 0.0458495831 -2.7779917878 71.1768704215 -0.3284708618 4.5605913556
1780627079.03199 78.691835 -5.247448 -15.114645 -0.437824 -0.556478 0.599869 0.372559 0.0015716026 0.0012759624 0.0000983457 0.0167416769 -0.0009483902 0.0021776501 8.8772799832 -0.1725185598 -2.7791621826 71.1807700145 -0.3537219741 4.5831695670
1780627079.06532 78.660353 -5.000750 -15.140824 -0.436479 -0.556927 0.600971 0.371687 0.0016174774 0.0012709865 0.0001001034 0.0168051605 -0.0009704054 0.0022270624 8.9029189774 -0.3926987179 -2.7801791224 71.1821223729 -0.3796954686 4.6061905391
1780627079.09864 78.626542 -4.751853 -15.167378 -0.435322 -0.557775 0.601820 0.370398 0.0016640415 0.0012681563 0.0001035111 0.0168708180 -0.0009743961 0.0022741202 8.9309010497 -0.6147004749 -2.7810351736 71.1810596100 -0.4064044558 4.6296653419
1780627079.13197 78.590388 -4.500565 -15.194281 -0.434753 -0.558654 0.602224 0.369082 0.0017114245 0.0012712913 0.0001072274 0.0169377437 -0.0009625630 0.0023196089 8.9613176410 -0.8386819967 -2.7817235230 71.1776219172 -0.4338745262 4.6536156312
1780627079.16529 78.525138 -4.258059 -15.196102 -0.432014 -0.557500 0.604063 0.371033 0.0015793593 0.0012717789 0.0001605159 0.0170049585 -0.0009619256 0.0023523078 8.9920071486 -1.0653713557 -2.7803671948 71.1715320751 -0.4615123480 4.6764788071
1780627079.19862 78.484052 -4.002449 -15.222667 -0.431376 -0.556991 0.605173 0.370732 0.0016204794 0.0012422514 0.0001522829 0.0170551535 -0.0011113093 0.0024211290 9.0260110540 -1.2807463624 -2.7813462574 71.1149921383 -0.4901935428 4.6999382704
1780627079.23194 78.440674 -3.744653 -15.249470 -0.430938 -0.556529 0.606353 0.370007 0.0016705576 0.0012648796 0.0001508542 0.0171135440 -0.0011407829 0.0024732873 9.0640198551 -1.5098192718 -2.7814668459 71.1045903784 -0.5200255207 4.7252706052
1780627079.26527 78.395089 -3.484575 -15.276651 -0.430301 -0.556996 0.607362 0.368386 0.0017212631 0.0012842068 0.0001533383 0.0171766062 -0.0011441627 0.0025207049 9.1047939279 -1.7406857477 -2.7814010939 71.0923572707 -0.5506937754 4.7511166642
1780627079.29862 78.347222 -3.221909 -15.304220 -0.429400 -0.558870 0.607011 0.367175 0.0017644794 0.0012570412 0.0001624121 0.0172535586 -0.0011074240 0.0025623390 9.1484608375 -1.9736043823 -2.7811400015 71.0782502160 -0.5822364754 4.7775086841
1780627079.33193 78.297183 -2.957283 -15.331970 -0.428389 -0.560207 0.607168 0.366057 0.0018094284 0.0012392502 0.0001690663 0.0173258659 -0.0010909651 0.0026071750 9.1950050129 -2.2079934774 -2.7806812461 71.0624019477 -0.6146083181 4.8043998274
1780627079.36527 78.244844 -2.689949 -15.359996 -0.427871 -0.560822 0.607479 0.365205 0.0018565946 0.0012379876 0.0001724861 0.0173940053 -0.0010864855 0.0026546669 9.2446448013 -2.4444975778 -2.7800157611 71.0448468628 -0.6479147431 4.8318758438
1780627079.39862 78.190220 -2.420111 -15.388263 -0.427694 -0.561019 0.607862 0.364471 0.0019052993 0.0012477571 0.0001740313 0.0174597846 -0.0010876310 0.0027035685 9.2974425425 -2.6829114758 -2.7791372649 71.0256376594 -0.6821539374 4.8599293681
1780627079.43192 78.133414 -2.148312 -15.416729 -0.427619 -0.561292 0.608152 0.363655 0.0019543034 0.0012588079 0.0001758758 0.0175261656 -0.0010837101 0.0027518381 9.3533829854 -2.9227321739 -2.7780408213 71.0048818952 -0.7172778525 4.8885166424
1780627079.46524 78.074151 -1.874014 -15.445322 -0.427330 -0.561450 0.608585 0.363026 0.0020028904 0.0012657524 0.0001773095 0.0175921016 -0.0010889723 0.0028016187 9.4126727686 -3.1643945952 -2.7767208405 70.9823534834 -0.7533850872 4.9177066142
1780627079.49856 78.012579 -1.597587 -15.473945 -0.426256 -0.561810 0.609353 0.362442 0.0020499422 0.0012578423 0.0001798395 0.0176587886 -0.0011066892 0.0028527024 9.4753361901 -3.4075463842 -2.7751740075 70.9583527313 -0.7904662395 4.9474817871
1780627079.53190 77.948451 -1.319030 -15.502693 -0.425083 -0.561087 0.611425 0.361449 0.0021032360 0.0012844504 0.0001773712 0.0177142177 -0.0011631545 0.0029094139 9.5414764145 -3.6521371146 -2.7733941467 70.9325490551 -0.8285484052 4.9778552454
1780627079.56522 77.881877 -1.038305 -15.531716 -0.424816 -0.560280 0.612280 0.361568 0.0021525407 0.0012968432 0.0001745937 0.0177746693 -0.0012006701 0.0029655142 9.6111786080 -3.8982004564 -2.7713659553 70.9051122857 -0.8676230027 5.0088284567
1780627079.59856 77.812891 -0.755079 -15.561229 -0.425684 -0.559684 0.612256 0.361510 0.0022032142 0.0013215173 0.0001723985 0.0178387952 -0.0012031947 0.0030172173 9.6846306160 -4.1460114667 -2.7690764208 70.8763074740 -0.9077607990 5.0404562440
1780627079.63187 77.741622 -0.470075 -15.590987 -0.426497 -0.559336 0.612529 0.360627 0.0022571528 0.0013592949 0.0001710617 0.0179019250 -0.0011983620 0.0030670403 9.7617608003 -4.3948950371 -2.7665294181 70.8463435928 -0.9489166221 5.0726850296
1780627079.66520 77.613987 -0.240018 -15.574755 -0.423909 -0.554344 0.616547 0.364520 0.0018911811 0.0012690778 0.0002100471 0.0179495440 -0.0012076191 0.0031147880 9.8386325820 -4.6499267261 -2.7596582135 70.8095540538 -0.9864059952 5.1014812529
1780627079.69853 77.537301 0.049423 -15.603729 -0.422355 -0.554297 0.617441 0.364880 0.0019317613 0.0012400149 0.0001905829 0.0179763890 -0.0014691505 0.0032137408 9.9105076913 -4.8414016790 -2.7583177760 70.6805764278 -1.0264224667 5.1291638118
1780627079.73185 77.458617 0.341116 -15.633062 -0.421681 -0.554078 0.618439 0.364302 0.0019809925 0.0012498651 0.0001913772 0.0180388986 -0.0014963082 0.0032688869 9.9991427683 -5.0943078995 -2.7548899401 70.6472622781 -1.0708026388 5.1631846805
1780627079.76518 77.377956 0.635443 -15.662904 -0.421923 -0.554085 0.618428 0.364029 0.0020288682 0.0012579707 0.0001920736 0.0181076824 -0.0014940487 0.0033196761 10.0921106508 -5.3489923140 -2.7511625378 70.6138622411 -1.1163785314 5.1979310566
1780627079.79852 77.295230 0.932412 -15.692999 -0.422693 -0.553357 0.618446 0.364213 0.0020779881 0.0012793951 0.0001884301 0.0181721804 -0.0015037251 0.0033741233 10.1895445271 -5.6054254603 -2.7471305354 70.5803866928 -1.1631964622 5.2334218221
1780627079.83184 77.225768 1.259942 -15.737813 -0.422600 -0.552904 0.619015 0.364042 0.0021126757 0.0013365920 0.0001951111 0.0181340278 -0.0015415350 0.0034233267 10.2700953043 -5.9026408212 -2.7225933856 70.4730599590 -1.1736021879 5.2504293234
1780627079.86517 77.139261 1.561462 -15.768647 -0.422557 -0.553526 0.618799 0.363513 0.0021594309 0.0013269701 0.0002006289 0.0182072665 -0.0015330840 0.0034719922 10.3831155111 -6.1924299060 -2.7162036723 70.4656037096 -1.2239166372 5.2895827762
1780627079.89852 77.050416 1.865389 -15.799815 -0.422374 -0.554328 0.618578 0.362879 0.0022063262 0.0013192702 0.0002060141 0.0182824186 -0.0015146213 0.0035192420 10.4931117932 -6.4548505413 -2.7102562700 70.4311978695 -1.2737910565 5.3268755827
1780627079.93182 76.959414 2.170981 -15.831227 -0.421798 -0.555447 0.618506 0.361961 0.0022531871 0.0013059016 0.0002134986 0.0183587624 -0.0014948790 0.0035655872 10.6076564015 -6.7180480879 -2.7039630179 70.3966986724 -1.3248785903 5.3648558443
1780627079.96514 76.865985 2.479109 -15.862962 -0.421129 -0.556569 0.618608 0.360841 0.0023012302 0.0012961663 0.0002210903 0.0184343411 -0.0014770068 0.0036122246 10.7271855110 -6.9827452583 -2.6972953883 70.3620843867 -1.3773477511 5.4036444078
1780627079.99849 76.770242 2.789781 -15.895000 -0.420295 -0.557814 0.618592 0.359917 0.0023479428 0.0012765684 0.0002295291 0.0185116741 -0.0014588731 0.0036590911 10.8518258875 -7.2489419373 -2.6902415927 70.3276526149 -1.4312243451 5.4432574147
1780627080.03180 76.672446 3.102367 -15.927343 -0.419572 -0.559290 0.618527 0.358579 0.0023960914 0.0012627231 0.0002388980 0.0185901986 -0.0014298499 0.0037036546 10.9814470244 -7.5160811572 -2.6828047197 70.2937221646 -1.4864313353 5.4836340114
1780627080.06513 76.572521 3.417609 -15.959844 -0.418374 -0.560629 0.618541 0.357862 0.0024416478 0.0012310509 0.0002482401 0.0186684672 -0.0014169219 0.0037517189 11.1164724681 -7.7848004652 -2.6749590828 70.2605933240 -1.5431280945 5.5248832718
1780627080.09849 76.470402 3.735829 -15.992662 -0.417198 -0.562148 0.617857 0.358035 0.0024827444 0.0011733019 0.0002583419 0.0187517665 -0.0013974058 0.0037999599 11.2571721580 -8.0553598567 -2.6666812565 70.2283389969 -1.6013855755 5.5670589842
1780627080.13180 76.366353 4.055916 -16.025899 -0.417210 -0.563027 0.617309 0.357583 0.0025300093 0.0011614808 0.0002635657 0.0188296267 -0.0013707448 0.0038477207 11.4032018028 -8.3267686526 -2.6579856054 70.1970967668 -1.6610441776 5.6100393923
1780627080.16514 76.259986 4.378520 -16.059607 -0.418077 -0.563549 0.617132 0.356051 0.0025843323 0.0011958255 0.0002659800 0.0189026613 -0.0013352203 0.0038939349 11.5550019589 -8.5995137331 -2.6488420471 70.1667028874 -1.7222743567 5.6539342667
1780627080.19844 76.151299 4.703016 -16.093345 -0.417722 -0.564843 0.616600 0.355338 0.0026314711 0.0011755063 0.0002736754 0.0189828521 -0.0013028023 0.0039405226 11.7124177194 -8.8729996511 -2.6392578111 70.1370258209 -1.7850010019 5.6986713049
1780627080.23177 76.040052 5.029915 -16.127067 -0.416359 -0.566146 0.616454 0.355117 0.0026760777 0.0011300535 0.0002827512 0.0190625222 -0.0012943027 0.0039908507 11.8758416178 -9.1476101189 -2.6292052115 70.1081088666 -1.8493713973 5.7443424222
1780627080.26509 75.926285 5.358812 -16.161021 -0.415799 -0.567234 0.616599 0.353783 0.0027272357 0.0011275571 0.0002898452 0.0191385192 -0.0012732439 0.0040387952 12.0452078292 -9.4229528032 -2.6186776717 70.0799376490 -1.9153310849 5.7909096718
1780627080.29842 75.809880 5.690080 -16.195082 -0.415367 -0.567988 0.617020 0.352344 0.0027802985 0.0011376120 0.0002953182 0.0192115904 -0.0012606292 0.0040883773 12.2208372977 -9.6993094127 -2.6076499272 70.0526112573 -1.9829825258 5.8384377118
1780627080.33174 75.690971 6.023639 -16.229066 -0.414540 -0.568815 0.617080 0.351877 0.0028285974 0.0011166535 0.0003014793 0.0192877861 -0.0012552249 0.0041400842 12.4028189962 -9.9766051511 -2.5961116758 70.0264208593 -2.0523353077 5.8869271164
1780627080.36507 75.569630 6.359668 -16.263172 -0.414252 -0.569641 0.616590 0.351741 0.0028758408 0.0010943489 0.0003066911 0.0193663425 -0.0012369986 0.0041910603 12.5913932565 -10.2549864194 -2.5840405393 70.0017161473 -2.1234573214 5.9364254385
1780627080.39840 75.445843 6.697941 -16.297470 -0.414599 -0.569906 0.616693 0.350720 0.0029294247 0.0011161768 0.0003087829 0.0194386358 -0.0012227420 0.0042425201 12.7866075341 -10.5342066974 -2.5714268252 69.9786104881 -2.1963600209 5.9869290457
1780627080.43173 75.319523 7.038458 -16.331840 -0.414348 -0.570402 0.616687 0.350219 0.0029797945 0.0011115924 0.0003126409 0.0195135399 -0.0012149333 0.0042951152 12.9886105782 -10.8142145892 -2.5582536423 69.9571038613 -2.2710791537 6.0384532320
1780627080.46505 75.110140 7.257784 -16.304496 -0.414351 -0.566562 0.618420 0.353380 0.0029013972 0.0010161936 0.0003013914 0.0195510801 -0.0012202537 0.0043471934 13.1902975738 -11.1067257588 -2.5383258504 69.9185789689 -2.3376800488 6.0857615253
1780627080.49838 74.976918 7.602418 -16.339104 -0.414771 -0.566695 0.618476 0.352575 0.0029550542 0.0010778992 0.0002819986 0.0195945850 -0.0013529976 0.0044284180 13.3473091245 -11.2545643501 -2.5272132026 69.7625743217 -2.4031916225 6.1241435159
1780627080.53173 74.841382 7.949282 -16.374224 -0.414963 -0.567243 0.618166 0.352010 0.0030057235 0.0010791290 0.0002853647 0.0196715441 -0.0013328408 0.0044797843 13.5688115264 -11.5359926297 -2.5120192425 69.7443284043 -2.4830947217 6.1784977616
1780627080.56504 74.703847 8.297860 -16.409932 -0.415367 -0.568184 0.617906 0.350470 0.0030597070 0.0010977061 0.0002904489 0.0197496631 -0.0012931593 0.0045270559 13.7973851500 -11.8176835939 -2.4962204409 69.7290801054 -2.5648610656 6.2338825262
1780627080.59838 74.564096 8.648850 -16.446548 -0.416473 -0.570637 0.616601 0.347459 0.0031159753 0.0011242431 0.0003016613 0.0198379597 -0.0011818872 0.0045625527 14.0336185908 -12.1001864534 -2.4797670852 69.7169759243 -2.6486728088 6.2904268756
1780627080.63171 74.422181 9.001715 -16.483492 -0.416798 -0.572668 0.616463 0.343953 0.0031759650 0.0011638931 0.0003131518 0.0199182704 -0.0011034744 0.0046027708 14.2773543805 -12.3829976818 -2.4626686386 69.7081184037 -2.7344831812 6.3480707674
1780627080.66509 74.277713 9.357256 -16.520431 -0.415711 -0.574212 0.617650 0.340549 0.0032370446 0.0011950445 0.0003250444 0.0199921856 -0.0010763682 0.0046491188 14.5293281537 -12.6667120412 -2.4448695648 69.7026061989 -2.8225411594 6.4069629564
1780627080.69834 74.131374 9.714006 -16.557277 -0.414371 -0.576236 0.617582 0.338883 0.0032879791 0.0011669726 0.0003379733 0.0200754264 -0.0010387418 0.0046960973 14.7885600725 -12.9501502629 -2.4264258196 69.7003674569 -2.9124416800 6.4668500984
1780627080.73169 73.982288 10.074265 -16.594216 -0.413673 -0.576724 0.618116 0.337930 0.0033414751 0.0011679341 0.0003430010 0.0201496334 -0.0010412258 0.0047506028 15.0569216299 -13.2351264092 -2.4072009103 69.7018036232 -3.0048324678 6.5281499283
1780627080.76509 73.830535 10.437595 -16.631601 -0.414082 -0.577071 0.618385 0.336341 0.0033993653 0.0012030960 0.0003463022 0.0202223128 -0.0010216706 0.0048031279 15.3343151836 -13.5212181255 -2.3871863962 69.7069742383 -3.0996526025 6.5908231259
1780627080.79833 73.677085 10.801471 -16.668928 -0.414219 -0.576695 0.619078 0.335541 0.0034558522 0.0012329954 0.0003463755 0.0202910815 -0.0010353783 0.0048606114 15.6189918750 -13.8063823314 -2.3665022488 69.7159756124 -3.1963040072 6.6544559939
1780627080.83167 73.520818 11.168618 -16.706533 -0.413925 -0.576720 0.619862 0.334411 0.0035127365 0.0012553814 0.0003490315 0.0203618405 -0.0010447788 0.0049167986 15.9132707039 -14.0927320165 -2.3449739339 69.7292193726 -3.2955727511 6.7195548267
1780627080.86499 73.341881 11.518010 -16.726143 -0.414262 -0.576650 0.620686 0.332582 0.0035558548 0.0013504004 0.0003677540 0.0202298837 -0.0010919346 0.0049575046 16.1461800723 -14.4982006467 -2.2725090761 69.5449718628 -3.3120838740 6.7500553205
1780627080.89831 73.180431 11.889639 -16.763927 -0.414627 -0.576640 0.621164 0.331248 0.0036167259 0.0014013970 0.0003672688 0.0202971857 -0.0010878008 0.0050134282 16.4430006976 -14.7654372210 -2.2477242579 69.5312042043 -3.4123656187 6.8143096669
1780627080.93164 73.016475 12.264012 -16.801687 -0.414357 -0.576644 0.621461 0.331024 0.0036696048 0.0014019180 0.0003690226 0.0203708791 -0.0010981092 0.0050715626 16.7607919161 -15.0574441509 -2.2217457791 69.5538437400 -3.5174404867 6.8828027343
1780627080.96497 72.850128 12.641072 -16.839570 -0.413980 -0.577142 0.620962 0.331562 0.0037163044 0.0013697551 0.0003726208 0.0204521627 -0.0010935004 0.0051288699 17.0883326567 -15.3501438196 -2.1948330921 69.5815922054 -3.6251297902 6.9527380539
1780627080.99829 72.681518 13.020375 -16.877817 -0.414395 -0.577420 0.621006 0.330477 0.0037736628 0.0013940545 0.0003754525 0.0205260847 -0.0010769517 0.0051833404 17.4254627650 -15.6431347781 -2.1669864917 69.6146325721 -3.7353746052 7.0240714974
1780627081.03162 72.510441 13.402553 -16.916187 -0.414023 -0.578124 0.620629 0.330418 0.0038232404 0.0013716025 0.0003804506 0.0206072313 -0.0010643736 0.0052390226 17.7729342662 -15.9368905582 -2.1381402228 69.6532792394 -3.8484030259 7.0969377436
1780627081.06496 72.337104 13.787284 -16.954577 -0.412694 -0.578883 0.620798 0.330436 0.0038718991 0.0013329621 0.0003869258 0.0206882111 -0.0010729356 0.0052963571 18.1307070113 -16.2311507899 -2.1082932886 69.6979819422 -3.9642037682 7.1713112147
1780627081.09828 72.161709 14.174618 -16.993423 -0.412181 -0.580959 0.619663 0.329563 0.0039210510 0.0012944722 0.0003988028 0.0207781734 -0.0010130419 0.0053447213 18.4989737180 -16.5259865554 -2.0774242133 69.7490979062 -4.0828015893 7.2472225088
1780627081.13160 72.338782 14.214784 -17.196604 -0.400810 -0.593944 0.608834 0.340445 0.0039177551 0.0012027076 0.0003722645 0.0205540487 -0.0007899998 0.0043566363 18.7995313389 -16.7770281065 -2.0066873821 69.4932611328 -4.2027238355 7.3035965569
1780627081.16493 72.064730 14.160778 -17.146656 -0.407295 -0.604512 0.593791 0.340717 0.0036701129 0.0005660958 0.0004240478 0.0205602912 -0.0005331629 0.0043722588 18.8767489753 -16.9324653025 -1.9906231012 70.0059317281 -4.2360069387 7.3203021065
1780627081.19825 72.115339 14.530752 -17.170469 -0.404367 -0.613793 0.589091 0.335734 0.0036907961 0.0004825117 0.0004215358 0.0204132198 0.0002518150 0.0043053418 18.9145072847 -16.8184657611 -1.9660692108 69.7720983030 -4.2617350947 7.3190399998
1780627081.23162 71.944661 14.907169 -17.210053 -0.409666 -0.619006 0.583325 0.329754 0.0037536062 0.0004667672 0.0004408768 0.0204684461 0.0006124227 0.0043696355 19.2881498056 -17.1844536026 -1.9426168669 70.2504272043 -4.3916896730 7.3955682547
1780627081.26491 72.424221 15.385630 -17.312535 -0.404564 -0.640388 0.569147 0.319848 0.0037178538 0.0006898798 0.0003856943 0.0200745350 0.0012533388 0.0042222759 19.6159891027 -17.4639903203 -1.9209616481 69.5065865633 -4.2604995399 7.3769155168
1780627081.29824 72.800285 15.765311 -17.686770 -0.412153 -0.655305 0.548719 0.315615 0.0036299638 0.0005558356 0.0003263883 0.0197557933 0.0021550381 0.0042875088 20.0359863547 -18.1354911724 -1.9072404281 70.0873673720 -4.2234128915 7.3990104292
1780627081.33156 74.364250 11.213484 -16.132040 -0.408325 -0.687315 0.494347 0.341306 0.0034828874 0.0003661611 0.0002967435 0.0193947985 0.0030837450 0.0042366742 20.1840677387 -18.3596155516 -2.0504505906 70.0282947998 -3.9407900140 7.3006216685
1780627081.36489 74.257657 11.495653 -16.155194 -0.420804 -0.694292 0.479103 0.333680 0.0036029499 -0.0012721126 -0.0001400011 0.0187539555 0.0043002933 0.0049328348 17.0390380727 -14.8767598687 -2.2831622824 73.6356449200 -3.4998558641 6.8150521503
1780627081.39823 73.745027 11.516501 -15.763395 -0.449265 -0.698112 0.462982 0.310563 0.0032137428 -0.0005758863 -0.0001610091 0.0180470578 0.0052183189 0.0051275408 17.2027730562 -15.3939365504 -2.1621978795 72.5830638491 -3.3923575611 6.7767908272
1780627081.43155 72.164484 8.798182 -15.787881 -0.472856 -0.712377 0.413453 0.313021 0.0022379778 0.0007418851 0.0000027746 0.0163918611 0.0067732414 0.0043522201 16.6133308505 -14.8601280937 -2.2320825080 64.0278491355 -0.8876451047 5.6350380981
1780627081.46489 72.028018 8.724320 -15.455972 -0.462576 -0.714893 0.417479 0.317275 0.0019301813 -0.0003158584 -0.0003215918 0.0155478175 0.0075107309 0.0049330249 14.3987038111 -11.4553731513 -2.6864589473 60.1145626893 -0.1751743727 5.0465254749
1780627081.49820 71.927603 9.099595 -15.503646 -0.449497 -0.722782 0.419877 0.315028 0.0018328182 -0.0005780581 -0.0004726315 0.0158164987 0.0073100093 0.0046514664 14.2970812967 -11.3376162626 -2.7156344919 59.7775891715 -0.1369122798 4.9871171858
1780627081.53154 71.758868 9.322702 -15.517469 -0.441069 -0.727799 0.419293 0.316166 0.0018779768 -0.0006418120 -0.0005264287 0.0158629922 0.0073222132 0.0047176221 14.5410501083 -11.6095298993 -2.7106572527 59.6277731224 -0.1394446436 5.0076224405
1780627081.56485 71.586852 9.545117 -15.532091 -0.434358 -0.732734 0.418210 0.315490 0.0019349354 -0.0007738276 -0.0006070317 0.0158802479 0.0073488331 0.0048015616 14.7009057239 -11.7381442439 -2.7062043340 59.3670054458 -0.1436546134 5.0238593163
1780627081.59819 71.410946 9.767274 -15.546922 -0.429113 -0.735776 0.418403 0.315331 0.0019898569 -0.0008644404 -0.0006608371 0.0159451020 0.0073433542 0.0048405463 14.8635761234 -11.8640028499 -2.7014333597 59.1012229400 -0.1480232549 5.0405439463
